     42.50785    0.14709E+00
     42.52514    0.15475E+00
     42.57983    0.16707E+00
     42.60071    0.17431E+00
     42.65294    0.18563E+00
     42.67714    0.19192E+00
     42.72717    0.20153E+00
     42.75442    0.20631E+00
     42.80253    0.21355E+00
     42.83257    0.21625E+00
     42.87902    0.22048E+00
     42.91157    0.22059E+00
     42.95664    0.22135E+00
     42.99144    0.21846E+00
     43.03539    0.21545E+00
     43.07216    0.20934E+00
     43.11526    0.20254E+00
     43.15374    0.19321E+00
     43.19626    0.18291E+00
     43.23617    0.17075E+00
     43.27839    0.15771E+00
     43.31947    0.14376E+00
     43.36164    0.13001E+00
     43.40363    0.11852E+00
     43.48948    0.65937E-01
     43.48993    0.11396E+00
     43.49146    0.15575E+00
     43.49186    0.19329E+00
     43.49455    0.22769E+00
     43.49464    0.25815E+00
     43.49829    0.30921E+00
     43.49878    0.28603E+00
     43.50279    0.34586E+00
     43.50413    0.33038E+00
     43.50815    0.36793E+00
     43.51060    0.36027E+00
     43.51437    0.37601E+00
     43.51820    0.37587E+00
     43.52144    0.37139E+00
     43.52692    0.37806E+00
     43.52937    0.35595E+00
     43.53677    0.36841E+00
     43.53816    0.33194E+00
     43.54773    0.34895E+00
     43.54781    0.30181E+00
     43.55831    0.26795E+00
     43.55982    0.32203E+00
     43.57287    0.16596E+04
     43.57303    0.29004E+00
     43.61777    0.13207E-01
     43.64128    0.18323E+04
     43.66191    0.29384E-01
     43.70492    0.46243E-01
     43.71105    0.19727E+04
     43.75023    0.63024E-01
     43.78218    0.20668E+04
     43.79294    0.78998E-01
     43.83968    0.94259E-01
     43.85467    0.21013E+04
     43.87201    0.25514E+02
     43.88181    0.10792E+00
     43.92853    0.20649E+04
     43.93026    0.12077E+00
     43.93848    0.28722E+02
     43.97153    0.13135E+00
     44.00376    0.19495E+04
     44.00647    0.31595E+02
     44.02195    0.14131E+00
     44.06211    0.14839E+00
     44.07600    0.33918E+02
     44.08035    0.17513E+04
     44.11477    0.15533E+00
     44.14706    0.35471E+02
     44.15354    0.15878E+00
     44.15831    0.14716E+04
     44.20872    0.16276E+00
     44.21965    0.36052E+02
     44.23764    0.11176E+04
     44.24583    0.16271E+00
     44.29377    0.35494E+02
     44.30378    0.16401E+00
     44.31834    0.70150E+03
     44.33897    0.16080E+00
     44.36942    0.33683E+02
     44.39997    0.15981E+00
     44.40040    0.24073E+03
     44.43296    0.15395E+00
     44.44660    0.30581E+02
     44.48498    0.12047E+04
     44.48764    0.21083E+04
     44.49182    0.29134E+04
     44.49727    0.15114E+00
     44.49751    0.35868E+04
     44.50473    0.41046E+04
     44.51346    0.44546E+04
     44.52371    0.46355E+04
     44.52532    0.26228E+02
     44.52607    0.48795E+03
     44.52780    0.14323E+00
     44.53548    0.46563E+04
     44.54876    0.45350E+04
     44.56355    0.42956E+04
     44.57985    0.39658E+04
     44.59570    0.13911E+00
     44.59766    0.35743E+04
     44.60556    0.20751E+02
     44.61155    0.96504E+03
     44.62349    0.12979E+00
     44.68734    0.14361E+02
     44.69841    0.14086E+04
     44.77065    0.73346E+01
     44.78663    0.17984E+04
     44.81392    0.18196E+02
     44.81633    0.31829E+02
     44.82013    0.43955E+02
     44.82530    0.54061E+02
     44.83185    0.61792E+02
     44.83978    0.66963E+02
     44.84909    0.69562E+02
     44.85978    0.69737E+02
     44.87185    0.67769E+02
     44.87621    0.21181E+04
     44.88529    0.64032E+02
     44.89849    0.36734E+01
     44.90011    0.58953E+02
     44.91630    0.52976E+02
     44.96716    0.23567E+04
     44.98563    0.10812E+02
     45.05948    0.25086E+04
     45.07419    0.69603E+00
     45.07430    0.17398E+02
     45.14971    0.77051E+00
     45.15316    0.25741E+04
     45.16450    0.23140E+02
     45.22609    0.83155E+00
     45.24820    0.25584E+04
     45.25623    0.27813E+02
     45.30333    0.87312E+00
     45.34460    0.24713E+04
     45.34949    0.31270E+02
     45.38144    0.88945E+00
     45.44236    0.23256E+04
     45.44427    0.33452E+02
     45.46041    0.87557E+00
     45.54025    0.82789E+00
     45.54059    0.34380E+02
     45.54148    0.21357E+04
